CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,SatisfactionScore,CardType,PointEarned
15600283,Herman,588,France,Male,26,8,81639.99,2,1,0,134619.33,0,2,PLATINUM,281
15600284,Shelton,756,Germany,Female,56,8,70961.11,1,0,0,101318.52,0,1,PLATINUM,170
15600285,Meyers,552,Germany,Female,50,7,142685.65,2,1,0,74350.24,0,4,SILVER,542
15600286,Jenkins,642,France,Female,33,10,76837.33,2,1,0,104606.58,1,4,GOLD,476
15600287,Cantu,679,Germany,Female,62,9,166530.85,2,1,1,96605.44,0,2,GOLD,366
15600288,Lynn,664,Germany,Female,49,8,109768.76,4,0,1,89597.32,1,2,GOLD,309
15600289,Odonnell,618,Spain,Female,36,1,64058.17,2,1,1,18284.79,1,1,PLATINUM,164
15600290,Harvey,639,Spain,Female,18,5,91629.33,2,0,1,98592.37,0,4,GOLD,491
15600291,Chandler,625,France,Male,62,3,70486.23,3,1,1,117648.81,0,3,PLATINUM,370
15600292,Bowers,620,France,Male,26,3,24658.51,2,1,0,149171.43,1,3,SILVER,324
15600293,Parker,692,France,Female,23,4,25457.42,1,1,0,11551.0,0,3,PLATINUM,325
15600294,Whitehead,667,Germany,Male,50,2,117192.24,3,1,0,112224.28,1,4,PLATINUM,517
15600295,Gallegos,615,France,Male,64,0,138444.87,1,1,1,90050.5,0,3,PLATINUM,438
15600296,Bautista,694,France,Female,53,7,142074.64,2,0,0,70767.3,0,3,GOLD,442
15600297,Mcdaniel,665,France,Male,45,4,41727.87,3,1,0,27859.82,0,2,DIAMOND,241
15600298,Harmon,690,Spain,Male,45,2,152597.52,2,1,1,67271.92,0,3,SILVER,452
15600299,Goodman,681,Germany,Male,48,9,51052.24,2,1,1,59612.81,1,4,SILVER,451
15600300,Donaldson,608,France,Male,47,6,140535.18,2,1,1,52396.18,0,5,GOLD,640
15600301,Knapp,621,France,Male,42,6,126758.67,1,0,0,112323.15,0,2,SILVER,326
15600302,Faulkner,687,Germany,Female,41,0,140931.53,3,1,0,108101.57,1,1,DIAMOND,240
15600303,Stevens,680,Spain,Female,39,8,37323.77,1,1,0,92462.81,0,1,SILVER,137
15600304,Mason,648,France,Female,32,1,87340.64,1,1,0,141413.07,0,3,PLATINUM,387
15600305,Huang,655,Spain,Male,37,4,0.0,1,0,0,58979.61,0,4,PLATINUM,400
15600306,Guerra,713,France,Female,23,4,83786.0,2,0,0,44132.27,0,1,SILVER,183
15600307,Carr,620,France,Male,39,7,41789.12,2,1,1,101826.46,0,3,PLATINUM,341
15600308,Burns,677,Spain,Male,30,7,64614.93,3,1,0,37833.97,0,3,SILVER,364
15600309,Hester,639,Spain,Male,28,6,69725.73,1,0,1,54101.47,0,1,GOLD,169
15600310,Hendrix,639,Germany,Male,41,6,16277.79,1,1,1,41444.34,0,3,SILVER,316
15600311,Black,704,France,Female,53,10,55190.53,1,1,0,19681.5,0,2,DIAMOND,255
15600312,Norman,691,Spain,Female,49,5,73685.27,1,1,1,125849.82,0,3,DIAMOND,373
15600313,Swanson,690,Spain,Male,24,5,6153.31,2,1,0,45635.68,0,4,SILVER,406
15600314,Morrison,715,France,Female,30,10,64753.89,1,1,0,76223.85,0,3,SILVER,364
15600315,Duarte,651,Spain,Male,49,8,166348.43,1,1,1,16064.14,0,2,PLATINUM,366
15600316,Rodgers,684,France,Female,30,5,0.0,1,1,0,107907.53,0,5,SILVER,500
15600317,Schmidt,634,Germany,Female,37,1,27150.62,1,1,1,56278.54,1,3,DIAMOND,327
15600318,Schwartz,666,France,Male,45,1,42961.03,1,0,0,114263.14,0,4,GOLD,442
15600319,Maynard,643,Spain,Female,30,4,55200.24,1,0,1,67736.43,0,1,GOLD,155
15600320,Sparks,654,France,Male,41,3,122581.64,2,1,0,37405.78,0,1,PLATINUM,222
15600321,Stephens,679,Germany,Female,26,10,45434.0,3,0,0,81844.51,0,1,GOLD,145
15600322,Kennedy,609,Spain,Male,33,1,40521.24,2,1,0,28270.64,0,2,DIAMOND,240
15600323,Brown,754,Spain,Male,43,2,184331.96,4,0,1,71675.48,0,3,DIAMOND,484
15600324,Lawson,599,France,Female,24,6,69859.87,1,0,1,54422.77,0,5,SILVER,569
15600325,Winters,589,Germany,Female,44,7,145877.26,2,1,1,137674.34,0,3,SILVER,445
15600326,Barron,707,France,Male,39,5,53375.47,4,1,0,18530.02,1,2,DIAMOND,253
15600327,Bryant,689,Germany,Female,45,10,177898.44,1,1,1,107162.44,0,3,DIAMOND,477
15600328,Frost,681,France,Female,42,4,90693.88,3,0,1,35585.16,0,2,SILVER,290
15600329,Vang,681,France,Male,53,0,61565.68,1,0,1,54666.31,1,3,PLATINUM,361
15600330,Robertson,649,France,Male,41,7,91268.11,1,1,0,68171.97,0,3,GOLD,391
15600331,Griffin,605,Spain,Female,35,2,1248.92,1,1,1,137122.11,0,4,SILVER,401
15600332,Duran,653,Spain,Male,41,5,152397.1,2,1,1,43960.96,0,5,DIAMOND,652
15600333,Greer,616,France,Male,45,2,83230.21,2,1,0,22783.23,0,2,SILVER,283
15600334,Petersen,698,Germany,Male,40,6,7827.36,2,1,1,54616.54,0,3,DIAMOND,307
15600335,Wagner,642,Spain,Female,40,6,22061.97,1,1,1,24654.64,0,5,SILVER,522
15600336,Christian,608,Spain,Female,32,8,46730.72,1,1,0,28003.51,0,4,PLATINUM,446
15600337,Munoz,633,Spain,Male,33,4,81018.9,1,1,0,90339.08,0,3,SILVER,381
15600338,Schneider,670,Spain,Female,25,7,30411.26,1,1,0,18526.27,0,5,GOLD,530
15600339,Brewer,621,Spain,Male,57,9,123249.04,3,1,1,14330.32,1,1,PLATINUM,223
15600340,Jennings,608,France,Female,27,9,51895.38,1,1,1,110017.97,0,5,SILVER,551
15600341,Paul,662,France,Male,33,7,89311.54,3,1,0,60630.59,0,1,GOLD,189
15600342,Khan,662,Germany,Male,32,0,31865.25,3,0,1,27552.55,0,3,GOLD,331
15600343,Reese,624,Germany,Female,48,4,122861.49,1,0,1,45505.79,0,4,SILVER,522
15600344,Jones,626,France,Male,37,2,61054.51,2,1,0,99892.11,1,2,PLATINUM,261
15600345,Mccarty,661,France,Female,52,0,82719.52,1,1,1,48575.12,0,3,GOLD,382
15600346,Roberts,577,Spain,Female,33,3,78590.72,1,0,1,79232.96,0,3,GOLD,378
15600347,Larson,579,Spain,Male,42,7,250000.0,1,1,1,27037.34,0,5,GOLD,750
15600348,Compton,614,France,Male,31,2,122672.17,2,1,1,92333.11,0,4,GOLD,522
15600349,Coleman,639,France,Female,61,9,48518.27,1,1,1,54250.88,0,4,SILVER,448
15600350,Marshall,665,Germany,Male,28,1,44794.05,2,1,1,97775.58,0,3,GOLD,344
15600351,Ingram,723,Spain,Male,43,10,121528.63,2,1,0,123175.28,0,4,GOLD,521
15600352,Ayala,692,France,Male,46,8,0.0,1,0,1,95630.5,0,3,PLATINUM,300
15600353,Mcguire,642,France,Male,44,9,116724.96,2,0,1,51404.66,0,3,PLATINUM,416
15600354,Burgess,649,France,Male,38,4,79849.45,2,0,1,45804.12,1,4,GOLD,479
15600355,Henderson,599,Spain,Female,38,6,45124.22,1,1,0,55838.93,0,3,SILVER,345
15600356,Park,649,France,Female,40,10,83209.71,1,0,1,33046.87,0,1,SILVER,183
15600357,Logan,635,France,Male,38,10,22782.2,2,1,0,35364.06,0,1,SILVER,122
15600358,Kelley,666,Germany,Male,49,1,175731.85,1,1,1,120696.75,0,2,SILVER,375
15600359,Washington,608,France,Male,62,8,201783.92,2,1,0,63862.56,0,4,GOLD,601
15600360,Carney,675,Spain,Female,34,8,67733.26,1,0,0,71039.33,1,3,SILVER,367
15600361,Stone,726,France,Male,26,3,91905.45,1,0,0,93166.93,0,4,SILVER,491
15600362,Blanchard,644,France,Female,39,3,24381.81,1,0,0,92551.49,1,3,SILVER,324
15600363,Craig,670,France,Female,65,5,27451.34,1,1,1,19432.76,0,2,SILVER,227
15600364,Patton,684,Germany,Female,31,9,39241.72,2,1,1,126415.71,0,3,SILVER,339
15600365,Holder,629,Germany,Male,56,9,77819.08,1,0,1,34825.72,0,4,SILVER,477
15600366,Russo,661,Germany,Female,56,9,45193.85,2,0,0,111230.03,0,3,GOLD,345
15600367,Brennan,650,France,Male,34,5,27466.22,3,0,0,118173.94,0,5,GOLD,527
15600368,Drake,654,Spain,Female,45,0,79314.54,2,0,1,110085.93,0,3,SILVER,379
15600369,Gutierrez,611,France,Male,56,8,153544.76,2,1,1,91056.87,1,3,GOLD,453
15600370,Cooke,651,France,Female,36,1,11300.41,1,1,0,12045.26,1,3,GOLD,311
15600371,Bullock,674,Germany,Male,37,4,0.0,1,1,0,60452.57,0,5,SILVER,500
15600372,Weber,722,France,Female,34,8,53997.72,2,1,0,94677.52,0,4,SILVER,453
15600373,Robbins,697,France,Male,29,3,0.0,1,0,1,64243.18,0,1,GOLD,100
15600374,Hess,757,France,Male,33,10,73258.38,2,1,1,130887.19,0,3,PLATINUM,373
15600375,Phillips,611,France,Male,27,2,8139.99,1,1,0,53232.32,0,3,SILVER,308
15600376,Gonzales,693,France,Male,40,6,0.0,2,1,0,51094.87,0,4,SILVER,400
15600377,Krueger,659,Spain,Female,32,5,41186.1,3,1,1,47239.68,0,2,DIAMOND,241
15600378,Dalton,759,Spain,Female,42,7,231646.22,3,0,0,56589.32,0,4,SILVER,631
15600379,Marks,609,Germany,Male,24,2,64744.25,2,0,0,88036.7,0,5,SILVER,564
15600380,Perkins,608,Germany,Female,43,4,74187.9,2,0,1,108982.14,0,2,DIAMOND,274
15600381,Contreras,620,France,Male,48,9,66174.74,2,1,0,102759.51,0,4,PLATINUM,466
15600382,Villa,543,France,Male,20,3,71391.84,2,1,0,123080.49,0,1,GOLD,171
15600383,Bradford,623,France,Female,43,3,150996.23,1,1,1,134027.96,0,1,GOLD,250
15600384,Juarez,612,Spain,Male,52,3,127141.33,1,1,1,124251.07,0,2,SILVER,327
15600385,Duke,657,France,Male,27,9,44569.82,1,1,1,12652.36,0,1,SILVER,144
15600386,Garrett,667,Spain,Female,56,7,101524.78,4,1,1,113028.51,0,4,GOLD,501
15600387,Crawford,743,Spain,Male,44,5,33895.03,1,0,1,39175.94,0,1,SILVER,133
15600388,Pace,697,Spain,Male,32,2,43852.29,2,1,1,28609.93,0,2,GOLD,243
15600389,Wells,621,Spain,Male,39,9,47963.67,2,0,0,99388.43,0,2,DIAMOND,247
15600390,Edwards,605,France,Male,45,4,108541.59,2,1,1,54764.05,0,2,DIAMOND,308
15600391,Hayden,674,Germany,Female,40,5,16584.41,2,1,1,17996.4,0,1,SILVER,116
15600392,Madden,583,Germany,Female,45,4,114663.11,1,0,0,29268.16,0,3,PLATINUM,414
15600393,Bell,741,France,Female,30,5,84233.98,2,1,0,10130.12,0,2,GOLD,284
15600394,Sexton,708,Germany,Male,41,7,73904.91,3,1,0,136451.31,0,4,DIAMOND,473
15600395,Hogan,626,Spain,Male,25,6,0.0,1,1,0,13446.52,0,4,SILVER,400
15600396,Flowers,564,Germany,Female,38,4,44512.95,1,1,0,39323.81,1,1,SILVER,144
15600397,Williams,717,Germany,Male,30,9,0.0,2,1,1,68276.79,0,4,SILVER,400
15600398,Mayer,644,Spain,Male,32,5,0.0,3,0,1,59919.99,1,1,GOLD,100
15600399,Keith,711,France,Male,52,3,39948.49,1,0,0,137641.62,0,2,GOLD,239
